,Remuneration,Spending_Score,Product,Customer_Segments,Review_Polarity,Summary_Polarity
318,13.12,77,2253,HighSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
319,16.4,77,2253,HighSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
320,18.86,98,2253,HighSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
321,22.96,14,2253,LowSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
322,23.78,31,2253,LowSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
323,24.6,73,2253,HighSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
324,27.06,4,2253,LowSpending_and_LowRemuneration,0.09878523684292914,0.24666666666666667
325,49.2,40,2253,AveSpending_and_AveRemuneration,0.09878523684292914,0.24666666666666667
326,13.12,77,3547,HighSpending_and_LowRemuneration,0.14295030253983743,0.12416666666666668
327,30.34,26,3547,LowSpending_and_LowRemuneration,0.14295030253983743,0.12416666666666668
328,44.28,53,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
329,44.28,57,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
330,48.38,55,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
331,49.2,52,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
332,50.02,49,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
333,50.84,59,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
334,50.84,55,3547,AveSpending_and_AveRemuneration,0.14295030253983743,0.12416666666666668
335,13.12,77,3112,HighSpending_and_LowRemuneration,0.16406132756132757,0.21999999999999997
336,71.34,13,3112,LowSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
337,72.16,15,3112,LowSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
338,79.54,86,3112,HighSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
339,80.36,15,3112,LowSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
340,81.18,97,3112,HighSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
341,84.46,17,3112,LowSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
342,84.46,85,3112,HighSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
343,84.46,23,3112,LowSpending_and_HighRemuneration,0.16406132756132757,0.21999999999999997
344,13.94,40,1497,LowSpending_and_LowRemuneration,0.1587065501284689,0.3375
345,15.58,3,1497,LowSpending_and_LowRemuneration,0.1587065501284689,0.3375
346,15.58,99,1497,HighSpending_and_LowRemuneration,0.1587065501284689,0.3375
347,16.4,15,1497,LowSpending_and_LowRemuneration,0.1587065501284689,0.3375
348,22.96,32,1497,LowSpending_and_LowRemuneration,0.1587065501284689,0.3375
349,41.0,56,1497,AveSpending_and_AveRemuneration,0.1587065501284689,0.3375
350,82.82,24,1497,LowSpending_and_HighRemuneration,0.1587065501284689,0.3375
351,92.66,91,1497,HighSpending_and_HighRemuneration,0.1587065501284689,0.3375
352,112.34,83,1497,HighSpending_and_HighRemuneration,0.1587065501284689,0.3375
353,13.94,40,830,LowSpending_and_LowRemuneration,0.2679495798319328,0.195
354,15.58,72,830,HighSpending_and_LowRemuneration,0.2679495798319328,0.195
355,16.4,77,830,HighSpending_and_LowRemuneration,0.2679495798319328,0.195
356,17.22,35,830,LowSpending_and_LowRemuneration,0.2679495798319328,0.195
357,17.22,66,830,HighSpending_and_LowRemuneration,0.2679495798319328,0.195
358,24.6,73,830,HighSpending_and_LowRemuneration,0.2679495798319328,0.195
359,44.28,52,830,AveSpending_and_AveRemuneration,0.2679495798319328,0.195
360,84.46,69,830,HighSpending_and_HighRemuneration,0.2679495798319328,0.195
361,112.34,18,830,LowSpending_and_HighRemuneration,0.2679495798319328,0.195
362,13.94,40,535,LowSpending_and_LowRemuneration,0.22608143939393938,0.26
363,15.58,14,535,LowSpending_and_LowRemuneration,0.22608143939393938,0.26
364,16.4,79,535,HighSpending_and_LowRemuneration,0.22608143939393938,0.26
365,18.86,98,535,HighSpending_and_LowRemuneration,0.22608143939393938,0.26
366,20.5,5,535,LowSpending_and_LowRemuneration,0.22608143939393938,0.26
367,20.5,73,535,HighSpending_and_LowRemuneration,0.22608143939393938,0.26
368,27.88,73,535,HighSpending_and_LowRemuneration,0.22608143939393938,0.26
369,44.28,57,535,AveSpending_and_AveRemuneration,0.22608143939393938,0.26
370,103.32,74,535,HighSpending_and_HighRemuneration,0.22608143939393938,0.26
371,13.94,40,7573,LowSpending_and_LowRemuneration,0.2647113095238095,0.27
372,37.72,55,7573,AveSpending_and_AveRemuneration,0.2647113095238095,0.27
373,59.04,34,7573,AveSpending_and_AveRemuneration,0.2647113095238095,0.27
374,60.68,10,7573,LowSpending_and_HighRemuneration,0.2647113095238095,0.27
375,62.32,87,7573,HighSpending_and_HighRemuneration,0.2647113095238095,0.27
376,63.14,74,7573,HighSpending_and_HighRemuneration,0.2647113095238095,0.27
377,63.96,17,7573,LowSpending_and_HighRemuneration,0.2647113095238095,0.27
378,63.96,88,7573,HighSpending_and_HighRemuneration,0.2647113095238095,0.27
379,72.16,86,7573,HighSpending_and_HighRemuneration,0.2647113095238095,0.27
380,13.94,40,2261,LowSpending_and_LowRemuneration,0.19995202020202021,0.29
381,16.4,13,2261,LowSpending_and_LowRemuneration,0.19995202020202021,0.29
382,19.68,35,2261,LowSpending_and_LowRemuneration,0.19995202020202021,0.29
383,22.96,82,2261,HighSpending_and_LowRemuneration,0.19995202020202021,0.29
384,23.78,87,2261,HighSpending_and_LowRemuneration,0.19995202020202021,0.29
385,27.06,4,2261,LowSpending_and_LowRemuneration,0.19995202020202021,0.29
386,27.06,92,2261,HighSpending_and_LowRemuneration,0.19995202020202021,0.29
387,49.2,42,2261,AveSpending_and_AveRemuneration,0.19995202020202021,0.29
388,13.94,40,3619,LowSpending_and_LowRemuneration,0.2245993265993266,0.26225
389,30.34,75,3619,HighSpending_and_LowRemuneration,0.2245993265993266,0.26225
390,44.28,48,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
391,44.28,46,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
392,48.38,41,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
393,49.2,47,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
394,50.84,41,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
395,50.84,55,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
396,50.84,56,3619,AveSpending_and_AveRemuneration,0.2245993265993266,0.26225
397,13.94,40,8923,LowSpending_and_LowRemuneration,0.2419132996632997,0.2520833333333333
398,71.34,75,8923,HighSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
399,72.16,69,8923,HighSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
400,80.36,15,8923,LowSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
401,80.36,88,8923,HighSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
402,82.82,24,8923,LowSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
403,84.46,85,8923,HighSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
404,84.46,23,8923,LowSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
405,84.46,69,8923,HighSpending_and_HighRemuneration,0.2419132996632997,0.2520833333333333
406,13.94,76,1175,HighSpending_and_LowRemuneration,0.2721262107536618,0.181
407,15.58,14,1175,LowSpending_and_LowRemuneration,0.2721262107536618,0.181
408,16.4,13,1175,LowSpending_and_LowRemuneration,0.2721262107536618,0.181
409,17.22,66,1175,HighSpending_and_LowRemuneration,0.2721262107536618,0.181
410,18.86,29,1175,LowSpending_and_LowRemuneration,0.2721262107536618,0.181
411,27.06,4,1175,LowSpending_and_LowRemuneration,0.2721262107536618,0.181
412,44.28,42,1175,AveSpending_and_AveRemuneration,0.2721262107536618,0.181
413,92.66,8,1175,LowSpending_and_HighRemuneration,0.2721262107536618,0.181
414,112.34,83,1175,HighSpending_and_HighRemuneration,0.2721262107536618,0.181
415,13.94,76,577,HighSpending_and_LowRemuneration,0.2901886748120301,0.23125
416,15.58,99,577,HighSpending_and_LowRemuneration,0.2901886748120301,0.23125
417,17.22,35,577,LowSpending_and_LowRemuneration,0.2901886748120301,0.23125
418,19.68,35,577,LowSpending_and_LowRemuneration,0.2901886748120301,0.23125
419,20.5,73,577,HighSpending_and_LowRemuneration,0.2901886748120301,0.23125
420,22.96,14,577,LowSpending_and_LowRemuneration,0.2901886748120301,0.23125
421,30.34,26,577,LowSpending_and_LowRemuneration,0.2901886748120301,0.23125
422,44.28,46,577,AveSpending_and_AveRemuneration,0.2901886748120301,0.23125
423,112.34,18,577,LowSpending_and_HighRemuneration,0.2901886748120301,0.23125
424,13.94,76,7600,HighSpending_and_LowRemuneration,0.31705340608465604,0.311
425,38.54,52,7600,AveSpending_and_AveRemuneration,0.31705340608465604,0.311
426,59.04,71,7600,HighSpending_and_HighRemuneration,0.31705340608465604,0.311
427,60.68,72,7600,HighSpending_and_HighRemuneration,0.31705340608465604,0.311
428,63.14,12,7600,LowSpending_and_HighRemuneration,0.31705340608465604,0.311
429,63.96,22,7600,LowSpending_and_HighRemuneration,0.31705340608465604,0.311
430,63.96,88,7600,HighSpending_and_HighRemuneration,0.31705340608465604,0.311
431,63.96,20,7600,LowSpending_and_HighRemuneration,0.31705340608465604,0.311
432,72.16,15,7600,LowSpending_and_HighRemuneration,0.31705340608465604,0.311
433,13.94,76,1940,HighSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
434,16.4,79,1940,HighSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
435,19.68,73,1940,HighSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
436,22.96,32,1940,LowSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
437,24.6,4,1940,LowSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
438,27.06,92,1940,HighSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
439,27.06,14,1940,LowSpending_and_LowRemuneration,0.24312204700061843,0.13329166666666667
440,49.2,52,1940,AveSpending_and_AveRemuneration,0.24312204700061843,0.13329166666666667
441,84.46,17,1940,LowSpending_and_HighRemuneration,0.24312204700061843,0.13329166666666667
442,13.94,76,3629,HighSpending_and_LowRemuneration,0.12619392376142374,0.1425
443,31.16,35,3629,LowSpending_and_LowRemuneration,0.12619392376142374,0.1425
444,44.28,52,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
445,46.74,58,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
446,49.2,49,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
447,49.2,50,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
448,50.84,48,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
449,50.84,56,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
450,50.84,42,3629,AveSpending_and_AveRemuneration,0.12619392376142374,0.1425
451,13.94,76,8933,HighSpending_and_LowRemuneration,0.2675362698412699,0.2395
452,71.34,10,8933,LowSpending_and_HighRemuneration,0.2675362698412699,0.2395
453,76.26,14,8933,LowSpending_and_HighRemuneration,0.2675362698412699,0.2395
454,80.36,88,8933,HighSpending_and_HighRemuneration,0.2675362698412699,0.2395
455,81.18,39,8933,LowSpending_and_HighRemuneration,0.2675362698412699,0.2395
456,82.82,68,8933,HighSpending_and_HighRemuneration,0.2675362698412699,0.2395
457,84.46,23,8933,LowSpending_and_HighRemuneration,0.2675362698412699,0.2395
458,84.46,69,8933,HighSpending_and_HighRemuneration,0.2675362698412699,0.2395
459,92.66,8,8933,LowSpending_and_HighRemuneration,0.2675362698412699,0.2395
460,14.76,6,618,LowSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
461,16.4,15,618,LowSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
462,17.22,66,618,HighSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
463,19.68,73,618,HighSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
464,22.96,14,618,LowSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
465,22.96,82,618,HighSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
466,30.34,75,618,HighSpending_and_LowRemuneration,0.2728504267649089,0.2676931818181818
467,46.74,58,618,AveSpending_and_AveRemuneration,0.2728504267649089,0.2676931818181818
468,112.34,83,618,HighSpending_and_HighRemuneration,0.2728504267649089,0.2676931818181818
469,14.76,6,4619,LowSpending_and_LowRemuneration,0.40354760920897287,0.10575000000000001
470,38.54,59,4619,AveSpending_and_AveRemuneration,0.40354760920897287,0.10575000000000001
471,59.86,5,4619,LowSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
472,61.5,5,4619,LowSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
473,63.14,97,4619,HighSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
474,63.96,90,4619,HighSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
475,63.96,20,4619,LowSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
476,63.96,76,4619,HighSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
477,72.16,69,4619,HighSpending_and_HighRemuneration,0.40354760920897287,0.10575000000000001
478,14.76,6,1945,LowSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
479,17.22,35,1945,LowSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
480,20.5,5,1945,LowSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
481,22.96,61,1945,HighSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
482,24.6,73,1945,HighSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
483,27.06,14,1945,LowSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
484,27.06,81,1945,HighSpending_and_LowRemuneration,0.11802331002331001,0.1433333333333333
485,49.2,47,1945,AveSpending_and_AveRemuneration,0.11802331002331001,0.1433333333333333
486,84.46,85,1945,HighSpending_and_HighRemuneration,0.11802331002331001,0.1433333333333333
487,14.76,6,326,LowSpending_and_LowRemuneration,0.2751168831168831,0.3125
488,31.98,65,326,HighSpending_and_LowRemuneration,0.2751168831168831,0.3125
489,34.44,60,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
490,36.08,50,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
491,37.72,56,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
492,38.54,59,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
493,39.36,51,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
494,41.0,49,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
495,50.84,55,326,AveSpending_and_AveRemuneration,0.2751168831168831,0.3125
496,14.76,6,6424,LowSpending_and_LowRemuneration,0.18772462528510916,0.320625
497,44.28,42,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
498,46.74,55,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
499,49.2,40,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
500,50.02,42,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
501,50.84,59,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
502,50.84,42,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
503,51.66,50,6424,AveSpending_and_AveRemuneration,0.18772462528510916,0.320625
504,66.42,5,6424,LowSpending_and_HighRemuneration,0.18772462528510916,0.320625
505,14.76,6,8962,LowSpending_and_LowRemuneration,0.38789069264069265,0.17041666666666666
506,71.34,92,8962,HighSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
507,76.26,90,8962,HighSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
508,81.18,39,8962,LowSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
509,81.18,97,8962,HighSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
510,84.46,17,8962,LowSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
511,84.46,69,8962,HighSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
512,92.66,8,8962,LowSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
513,92.66,91,8962,HighSpending_and_HighRemuneration,0.38789069264069265,0.17041666666666666
514,14.76,94,624,HighSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
515,16.4,77,624,HighSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
516,18.86,29,624,LowSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
517,20.5,5,624,LowSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
518,22.96,82,624,HighSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
519,22.96,32,624,LowSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
520,31.16,35,624,LowSpending_and_LowRemuneration,0.23323379629629631,0.20166666666666666
521,46.74,55,624,AveSpending_and_AveRemuneration,0.23323379629629631,0.20166666666666666
522,14.76,94,4673,HighSpending_and_LowRemuneration,0.14504166666666668,0.175
523,39.36,51,4673,AveSpending_and_AveRemuneration,0.14504166666666668,0.175
524,59.86,88,4673,HighSpending_and_HighRemuneration,0.14504166666666668,0.175
525,61.5,93,4673,HighSpending_and_HighRemuneration,0.14504166666666668,0.175
526,63.14,36,4673,LowSpending_and_HighRemuneration,0.14504166666666668,0.175
527,63.96,17,4673,LowSpending_and_HighRemuneration,0.14504166666666668,0.175
528,63.96,76,4673,HighSpending_and_HighRemuneration,0.14504166666666668,0.175
529,63.96,16,4673,LowSpending_and_HighRemuneration,0.14504166666666668,0.175
530,76.26,14,4673,LowSpending_and_HighRemuneration,0.14504166666666668,0.175
531,14.76,94,1970,HighSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
532,17.22,66,1970,HighSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
533,20.5,73,1970,HighSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
534,23.78,31,1970,LowSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
535,27.06,4,1970,LowSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
536,27.06,81,1970,HighSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
537,27.88,17,1970,LowSpending_and_LowRemuneration,0.28989986106729526,0.30731060606060606
538,49.2,50,1970,AveSpending_and_AveRemuneration,0.28989986106729526,0.30731060606060606
539,84.46,23,1970,LowSpending_and_HighRemuneration,0.28989986106729526,0.30731060606060606
540,14.76,94,6215,HighSpending_and_LowRemuneration,0.2208967730003914,0.1842857142857143
541,32.8,55,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
542,35.26,54,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
543,36.08,46,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
544,37.72,55,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
545,39.36,51,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
546,39.36,59,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
547,41.0,56,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
548,50.84,56,6215,AveSpending_and_AveRemuneration,0.2208967730003914,0.1842857142857143
549,14.76,94,3165,HighSpending_and_LowRemuneration,0.14940546196228016,0.25309523809523815
550,44.28,51,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
551,47.56,60,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
552,49.2,42,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
553,50.02,49,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
554,50.84,55,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
555,51.66,50,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
556,51.66,46,3165,AveSpending_and_AveRemuneration,0.14940546196228016,0.25309523809523815
557,66.42,93,3165,HighSpending_and_HighRemuneration,0.14940546196228016,0.25309523809523815
558,14.76,94,9064,HighSpending_and_LowRemuneration,0.20139408945396337,0.17975000000000002
559,72.16,13,9064,LowSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
560,79.54,32,9064,LowSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
561,81.18,97,9064,HighSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
562,82.82,24,9064,LowSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
563,84.46,85,9064,HighSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
564,92.66,8,9064,LowSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
565,92.66,91,9064,HighSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
566,98.4,16,9064,LowSpending_and_HighRemuneration,0.20139408945396337,0.17975000000000002
567,15.58,3,760,LowSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
568,16.4,13,760,LowSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
569,18.86,98,760,HighSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
570,20.5,73,760,HighSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
571,22.96,32,760,LowSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
572,22.96,61,760,HighSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
573,31.16,92,760,HighSpending_and_LowRemuneration,0.23433554937126364,0.14361111111111113
574,47.56,60,760,AveSpending_and_AveRemuneration,0.23433554937126364,0.14361111111111113
575,15.58,3,4692,LowSpending_and_LowRemuneration,0.26330303030303026,0.3888787878787879
576,39.36,59,4692,AveSpending_and_AveRemuneration,0.26330303030303026,0.3888787878787879
577,59.86,7,4692,LowSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
578,62.32,40,4692,AveSpending_and_AveRemuneration,0.26330303030303026,0.3888787878787879
579,63.14,74,4692,HighSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
580,63.96,88,4692,HighSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
581,63.96,16,4692,LowSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
582,63.96,89,4692,HighSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
583,76.26,90,4692,HighSpending_and_HighRemuneration,0.26330303030303026,0.3888787878787879
584,15.58,3,2793,LowSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
585,18.86,29,2793,LowSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
586,22.96,14,2793,LowSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
587,23.78,87,2793,HighSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
588,27.06,92,2793,HighSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
589,27.88,17,2793,LowSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
590,27.88,73,2793,HighSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
591,31.98,65,2793,HighSpending_and_LowRemuneration,0.16840071565071563,0.06833333333333333
592,84.46,69,2793,HighSpending_and_HighRemuneration,0.16840071565071563,0.06833333333333333
593,15.58,3,6233,LowSpending_and_LowRemuneration,0.20662400793650795,0.37383333333333335
594,32.8,47,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
595,35.26,60,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
596,37.72,51,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
597,38.54,52,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
598,39.36,59,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
599,39.36,50,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
600,44.28,47,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
601,50.84,42,6233,AveSpending_and_AveRemuneration,0.20662400793650795,0.37383333333333335
602,15.58,3,9875,LowSpending_and_LowRemuneration,0.12725925463425464,0.12670833333333334
603,44.28,55,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
604,47.56,46,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
605,49.2,52,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
606,50.84,41,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
607,50.84,56,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
608,51.66,46,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
609,51.66,43,9875,AveSpending_and_AveRemuneration,0.12725925463425464,0.12670833333333334
610,69.7,26,9875,LowSpending_and_HighRemuneration,0.12725925463425464,0.12670833333333334
611,15.58,3,9080,LowSpending_and_LowRemuneration,0.43741818086883877,0.14875
612,72.16,86,9080,HighSpending_and_HighRemuneration,0.43741818086883877,0.14875
613,79.54,86,9080,HighSpending_and_HighRemuneration,0.43741818086883877,0.14875
614,82.82,24,9080,LowSpending_and_HighRemuneration,0.43741818086883877,0.14875
615,82.82,68,9080,HighSpending_and_HighRemuneration,0.43741818086883877,0.14875
616,84.46,23,9080,LowSpending_and_HighRemuneration,0.43741818086883877,0.14875
617,92.66,91,9080,HighSpending_and_HighRemuneration,0.43741818086883877,0.14875
618,98.4,16,9080,LowSpending_and_HighRemuneration,0.43741818086883877,0.14875
619,98.4,79,9080,HighSpending_and_HighRemuneration,0.43741818086883877,0.14875
620,15.58,72,231,HighSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
621,16.4,79,231,HighSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
622,19.68,35,231,LowSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
623,22.96,14,231,LowSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
624,22.96,61,231,HighSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
625,23.78,31,231,LowSpending_and_LowRemuneration,0.07685107376283848,0.09722222222222224
626,31.98,36,231,AveSpending_and_AveRemuneration,0.07685107376283848,0.09722222222222224
627,47.56,46,231,AveSpending_and_AveRemuneration,0.07685107376283848,0.09722222222222224
628,15.58,72,9597,HighSpending_and_LowRemuneration,0.029234462800271616,0.144
629,17.22,35,9597,LowSpending_and_LowRemuneration,0.029234462800271616,0.144
630,32.8,47,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
631,35.26,41,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
632,37.72,55,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
633,39.36,50,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
634,40.18,55,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
635,41.0,56,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
636,44.28,47,9597,AveSpending_and_AveRemuneration,0.029234462800271616,0.144
637,15.58,72,4702,HighSpending_and_LowRemuneration,0.30642353347135953,0.2725
638,39.36,50,4702,AveSpending_and_AveRemuneration,0.30642353347135953,0.2725
639,59.86,73,4702,HighSpending_and_HighRemuneration,0.30642353347135953,0.2725
640,62.32,87,4702,HighSpending_and_HighRemuneration,0.30642353347135953,0.2725
641,63.96,22,4702,LowSpending_and_HighRemuneration,0.30642353347135953,0.2725
642,63.96,20,4702,LowSpending_and_HighRemuneration,0.30642353347135953,0.2725
643,63.96,89,4702,HighSpending_and_HighRemuneration,0.30642353347135953,0.2725
